order_id,order_date,customer_id,product,category,region,quantity,unit_price,discount,revenue,cost,profit,salesperson
1091,2026-01-18,C087,Headphones,Electronics,East,2,119.55,0.05,227.14,155.41,71.73,Sara
1092,2026-01-20,C048,Monitor,Electronics,East,2,302.31,0.05,574.39,435.33,139.06,Fatima
1093,2026-01-23,C029,Desk,Furniture,South,2,595.64,0.05,1131.72,810.07,321.65,Ali
1094,2026-01-13,C083,Phone,Electronics,South,2,699.19,0.05,1328.46,1034.8,293.66,Bilal
1095,2026-01-23,C084,Monitor,Electronics,North,3,301.36,0.0,904.08,650.94,253.14,Fatima
1096,2026-01-26,C147,Monitor,Electronics,North,2,304.71,,578.95,438.78,140.17,Ayesha
1097,2026-01-11,C023,Desk,Furniture,North,3,607.86,0.0,1823.58,1240.03,583.55,Ahmed
1098,2026-01-05,C246,Desk,Furniture,South,3,598.7,0.0,1796.1,1221.35,574.75,Ali
1099,2026-01-07,C137,Phone,Electronics,North,3,688.93,0.0,2066.79,1529.42,537.37,Ali
1100,2026-01-26,C121,Laptop,Electronics,East,2,891.42,0.05,1693.7,1354.96,338.74,Ali
1101,2026-01-02,C046,Paper Box,Office Supplies,South,2,76.15,0.05,144.69,73.1,71.59,Ali
1102,2026-01-06,C073,Headphones,Electronics,East,2,120.5,0.05,228.95,156.65,72.3,Ayesha
1103,2026-01-27,C130,Desk,Furniture,South,2,590.65,0.05,1122.23,803.28,318.95,Ayesha
1104,2026-01-12,C271,Paper Box,Office Supplies,North,3,75.18,0.0,225.54,108.26,117.28,Ali
1105,2026-01-22,C248,Stationery Kit,Office Supplies,North,2,101.87,0.05,193.55,101.87,91.68,Ahmed
1106,2026-01-14,C126,Paper Box,Office Supplies,East,3,74.72,0.0,224.16,107.6,116.56,Fatima
1107,2026-01-01,C010,Desk,Furniture,South,3,595.11,0.0,1785.33,1214.02,571.31,Sara
1108,2026-01-13,C118,Chair,Furniture,North,3,250.74,0.0,752.22,466.38,285.84,Ahmed
1109,2026-01-22,C253,Stationery Kit,Office Supplies,East,3,98.82,0.0,296.46,148.23,148.23,Ali
1110,2026-01-20,C210,Headphones,Electronics,South,3,118.47,0.0,355.41,231.02,124.39,Ayesha
1111,2026-01-27,C049,Headphones,Electronics,South,3,121.6,0.0,364.8,237.12,127.68,Ayesha
1112,2026-01-20,C096,Paper Box,Office Supplies,South,2,75.88,0.05,144.17,72.84,71.33,Fatima
1113,2026-01-16,C233,Chair,Furniture,East,2,252.5,0.05,479.75,313.1,166.65,Sara
1114,2026-01-28,C131,Phone,Electronics,East,2,700.46,0.05,1330.87,1036.68,294.19,Ayesha
1115,2026-01-05,C095,Cabinet,Furniture,South,3,490.14,0.0,1470.42,970.48,499.94,Fatima
1116,2026-01-07,C206,Printer,Office Supplies,North,2,301.45,0.05,572.75,373.8,198.95,Bilal
1117,2026-01-04,C244,Laptop,Electronics,South,3,908.23,0.0,2724.69,2070.76,653.93,Ahmed
1118,2026-01-18,C198,Laptop,Electronics,South,2,897.22,0.05,1704.72,1363.77,340.95,Bilal
1119,2026-01-08,C146,Phone,Electronics,North,3,709.78,0.0,2129.34,1575.71,553.63,Sara
1120,2026-01-24,C079,Headphones,Electronics,North,3,118.54,0.0,355.62,231.15,124.47,Bilal
1121,2026-01-01,C073,Chair,Furniture,East,2,250.04,0.05,475.08,310.05,165.03,Ayesha
1122,2026-01-17,C077,Monitor,Electronics,East,2,303.95,0.05,577.5,437.69,139.81,Ayesha
1123,2026-01-12,C061,Printer,Office Supplies,North,3,298.63,0.0,895.89,555.45,340.44,Fatima
1124,2026-01-27,C223,Cabinet,Furniture,North,2,502.27,0.05,954.31,663.0,291.31,Bilal
1125,2026-01-27,C044,Headphones,Electronics,North,2,118.42,0.05,225.0,153.95,71.05,Sara
1126,2026-01-07,C070,Printer,Office Supplies,East,3,303.66,0.0,910.98,564.81,346.17,Ali
1127,2026-01-28,C282,Stationery Kit,Office Supplies,East,2,99.03,0.05,188.16,99.03,89.13,Ali
1128,2026-01-05,C276,Stationery Kit,Office Supplies,South,3,99.86,0.0,299.58,149.79,149.79,Fatima
1129,2026-01-08,C154,Toner,Office Supplies,South,2,151.28,0.05,287.43,169.43,118.0,Fatima
1130,2026-01-02,C247,Stationery Kit,Office Supplies,South,2,100.68,0.05,191.29,100.68,90.61,Sara
1131,2026-01-03,C078,Monitor,Electronics,South,3,298.07,0.0,894.21,643.83,250.38,Ahmed
1132,2026-01-22,C165,Laptop,Electronics,North,2,911.31,0.05,1731.49,1385.19,346.3,Ahmed
1133,2026-01-10,C043,Printer,Office Supplies,North,3,300.56,0.0,901.68,559.04,342.64,Bilal
1134,2026-01-27,C198,Chair,Furniture,South,3,250.07,0.0,750.21,465.13,285.08,Ayesha
1135,2026-01-03,C020,Toner,Office Supplies,South,3,147.02,0.0,441.06,246.99,194.07,Ayesha
1136,2026-01-28,C270,Monitor,Electronics,East,2,304.35,0.05,578.26,438.26,140.0,Bilal
1137,2026-01-25,C133,Phone,Electronics,East,2,691.65,0.05,1314.13,1023.64,290.49,Bilal
1138,2026-01-05,C256,Desk,Furniture,South,2,589.01,0.05,1119.12,801.05,318.07,Bilal
1139,2026-01-25,C030,Laptop,Electronics,East,3,906.09,0.0,2718.27,2065.89,652.38,Fatima
1140,2026-01-27,C265,Desk,Furniture,South,3,606.83,0.0,1820.49,1237.93,582.56,Bilal
1141,2026-01-25,C214,Phone,Electronics,North,2,695.69,0.05,1321.81,1029.62,292.19,Ali
1142,2026-01-22,C025,Phone,Electronics,North,3,700.31,0.0,2100.93,1554.69,546.24,Fatima
1143,2026-01-02,C141,Chair,Furniture,East,2,251.17,0.05,477.22,311.45,165.77,Ahmed
1144,2026-01-23,C031,Monitor,Electronics,South,3,296.59,0.0,889.77,640.63,249.14,Ali
1145,2026-01-12,C211,Laptop,Electronics,North,3,904.79,0.0,2714.37,2062.92,651.45,Fatima
1146,2026-01-22,C005,Cabinet,Furniture,East,3,497.32,0.0,1491.96,984.69,507.27,Sara
1147,2026-01-17,C034,Phone,Electronics,South,2,710.95,0.05,1350.81,1052.21,298.6,Ali
1148,2026-01-26,C170,Desk,Furniture,North,3,595.12,0.0,1785.36,1214.04,571.32,Fatima
1149,2026-01-20,C033,Chair,Furniture,South,3,251.2,0.0,753.6,467.23,286.37,Ali
1150,2026-01-17,C119,Toner,Office Supplies,South,2,152.44,0.05,289.64,170.73,118.91,Sara
1151,2026-02-26,C130,Toner,Office Supplies,South,3,150.3,0.05,428.36,252.5,175.86,Ayesha
1152,2026-02-10,C123,Monitor,Electronics,East,2,297.71,0.0,595.42,428.7,166.72,Sara
1153,2026-02-20,C024,Phone,Electronics,South,3,708.03,0.05,2017.89,1571.83,446.06,Bilal
1154,2026-02-17,C105,Chair,Furniture,East,2,248.1,0.0,496.2,307.64,188.56,Sara
1155,2026-02-10,C025,Laptop,Electronics,North,3,894.47,0.05,2549.24,2039.39,509.85,Sara
1156,2026-02-28,C158,Monitor,Electronics,South,10,305.76,0.0,3057.6,2201.47,856.13,Fatima
1157,2026-02-11,C109,Bookshelf,Furniture,East,2,396.7,0.0,793.4,507.78,285.62,Sara
1158,2026-02-14,C120,Headphones,Electronics,East,2,118.43,0.0,236.86,153.96,82.9,Sara
1159,2026-02-01,C296,Printer,Office Supplies,South,2,296.8,0.0,593.6,368.03,225.57,Sara
1160,2026-02-09,C074,Phone,Electronics,North,2,699.86,0.0,1399.72,1035.79,363.93,Fatima
1161,2026-02-17,C225,Desk,Furniture,South,2,592.45,0.0,1184.9,805.73,379.17,Ali
1162,2026-02-01,C129,Printer,Office Supplies,North,3,296.82,0.05,845.94,552.09,293.85,Ali
1163,2026-02-27,C133,Toner,Office Supplies,North,3,148.55,0.05,423.37,249.56,173.81,Fatima
1164,2026-02-01,C110,Chair,Furniture,East,3,250.54,0.05,714.04,466.0,248.04,Fatima
1165,2026-02-07,C292,Paper Box,Office Supplies,South,2,76.32,0.0,152.64,73.27,79.37,Fatima
1166,2026-02-18,C198,Stationery Kit,Office Supplies,South,2,100.94,0.0,201.88,100.94,100.94,Sara
1167,2026-02-26,C064,Bookshelf,Furniture,South,2,404.31,0.0,808.62,517.52,291.1,Ahmed
1168,2026-02-04,C235,Cabinet,Furniture,South,3,509.68,0.05,1452.59,1009.17,443.42,Ayesha
1169,2026-02-23,C048,Phone,Electronics,East,2,697.05,0.0,1394.1,1031.63,362.47,Ali
1170,2026-02-07,C138,Laptop,Electronics,South,3,909.3,0.05,2591.5,2073.2,518.3,Bilal
1171,2026-02-15,C261,Cabinet,Furniture,East,2,492.93,0.0,985.86,650.67,335.19,Bilal
1172,2026-02-18,C103,Bookshelf,Furniture,South,3,398.7,0.05,1136.29,765.5,370.79,Fatima
1173,2026-02-27,C246,Toner,Office Supplies,East,3,152.26,0.05,433.94,255.8,178.14,Ayesha
1174,2026-02-13,C050,Monitor,Electronics,South,3,299.89,0.05,854.69,647.76,206.93,Ahmed
1175,2026-02-20,C060,Cabinet,Furniture,South,2,498.0,,996.0,657.36,338.64,Fatima
1176,2026-02-23,C235,Laptop,Electronics,East,3,915.45,0.05,2609.03,2087.23,521.8,Ayesha
1177,2026-02-06,C263,Cabinet,Furniture,South,2,506.58,0.0,1013.16,668.69,344.47,Ahmed
1178,2026-02-14,C015,Printer,Office Supplies,East,2,300.11,0.0,600.22,372.14,228.08,Fatima
1179,2026-02-16,C217,Paper Box,Office Supplies,North,3,73.71,0.05,210.07,106.14,103.93,Ali
1180,2026-02-16,C198,Laptop,Electronics,East,2,903.4,0.0,1806.8,1373.17,433.63,Bilal
1181,2026-02-25,C221,Bookshelf,Furniture,South,2,406.04,0.0,812.08,519.73,292.35,Fatima
1182,2026-02-02,C163,Headphones,Electronics,South,3,118.3,0.05,337.15,230.69,106.46,Bilal
1183,2026-02-27,C033,Laptop,Electronics,North,2,904.3,0.0,1808.6,1374.54,434.06,Sara
1184,2026-02-16,C158,Laptop,Electronics,North,3,912.79,0.05,2601.45,2081.16,520.29,Ahmed
1185,2026-02-14,C229,Printer,Office Supplies,North,2,297.59,0.0,595.18,369.01,226.17,Ali
1186,2026-02-07,C172,Monitor,Electronics,South,2,297.82,0.0,595.64,428.86,166.78,Bilal
1187,2026-02-15,C237,Laptop,Electronics,North,2,905.68,0.0,1811.36,1376.63,434.73,Ahmed
1188,2026-02-10,C087,Desk,Furniture,South,2,603.09,0.0,1206.18,820.2,385.98,Ayesha
1189,2026-02-26,C125,Bookshelf,Furniture,North,3,395.18,0.05,1126.26,758.75,367.51,Ahmed
1190,2026-02-22,C265,Toner,Office Supplies,East,2,149.71,0.0,299.42,167.68,131.74,Fatima
1191,2026-02-05,C153,Headphones,Electronics,East,3,118.75,0.05,338.44,231.56,106.88,Fatima
1192,2026-02-01,C198,Headphones,Electronics,North,3,119.22,0.05,339.78,232.48,107.3,Fatima
1193,2026-02-05,C177,Bookshelf,Furniture,North,2,392.22,0.0,784.44,502.04,282.4,Ayesha
1194,2026-02-06,C042,Toner,Office Supplies,North,2,151.2,0.0,302.4,169.34,133.06,Bilal
1195,2026-02-13,C136,Paper Box,Office Supplies,South,2,75.08,0.0,150.16,72.08,78.08,Ahmed
1196,2026-02-05,C202,Chair,Furniture,North,3,246.52,0.05,702.58,458.53,244.05,Ahmed
1197,2026-02-05,C183,Laptop,Electronics,North,3,890.97,0.05,2539.26,2031.41,507.85,Sara
1198,2026-02-10,C057,Printer,Office Supplies,East,3,297.01,0.05,846.48,552.44,294.04,Ali
1199,2026-02-14,C017,Laptop,Electronics,North,2,899.86,0.0,1799.72,1367.79,431.93,Fatima
1200,2026-02-11,C119,Laptop,Electronics,North,3,888.73,0.05,2532.88,2026.3,506.58,Bilal
1201,2026-02-09,C104,Printer,Office Supplies,South,3,296.77,0.05,845.79,551.99,293.8,Ahmed
1202,2026-02-12,C076,Chair,Furniture,South,3,248.75,0.05,708.94,462.68,246.26,Bilal
1203,2026-02-07,C192,Headphones,Electronics,North,2,121.66,0.0,243.32,158.16,85.16,Ahmed
1204,2026-02-28,C235,Paper Box,Office Supplies,North,3,76.29,0.05,217.43,109.86,107.57,Fatima
1205,2026-02-13,C282,Headphones,Electronics,North,3,122.07,0.05,347.9,238.04,109.86,Ahmed
1206,2026-02-15,C236,Laptop,Electronics,North,2,905.86,0.0,1811.72,1376.91,434.81,Bilal
1207,2026-02-05,C300,Cabinet,Furniture,North,3,495.11,0.05,1411.06,980.32,430.74,Sara
1208,2026-02-01,C075,Chair,Furniture,North,3,246.0,0.05,701.1,457.56,243.54,Ahmed
1209,2026-02-05,C224,Toner,Office Supplies,North,2,147.8,0.0,295.6,165.54,130.06,Fatima
1210,2026-02-07,C102,Monitor,Electronics,North,3,301.73,0.05,859.93,651.74,208.19,Ali
1211,2026-02-19,C152,Monitor,Electronics,South,3,304.9,0.05,868.96,658.58,210.38,Ahmed
1212,2026-02-02,C162,Desk,Furniture,North,3,611.66,0.05,1743.23,1247.79,495.44,Ali
1213,2026-02-03,C016,Monitor,Electronics,East,3,298.33,0.05,850.24,644.39,205.85,Ali
1214,2026-02-21,C176,Desk,Furniture,North,2,604.9,0.0,1209.8,822.66,387.14,Ali
1215,2026-02-08,C276,Bookshelf,Furniture,South,3,393.5,0.05,1121.47,755.52,365.95,Fatima
1216,2026-02-16,C027,Laptop,Electronics,South,2,886.03,0.0,1772.06,1346.77,425.29,Ahmed
1217,2026-02-22,C045,Monitor,Electronics,South,2,298.78,0.0,597.56,430.24,167.32,Sara
1218,2026-02-11,C068,Phone,Electronics,North,2,712.52,0.0,1425.04,1054.53,370.51,Sara
1219,2026-02-12,C260,Stationery Kit,Office Supplies,North,2,100.68,0.0,201.36,100.68,100.68,Fatima
1220,2026-02-15,C076,Toner,Office Supplies,East,2,152.55,0.0,305.1,170.86,134.24,Ali
1221,2026-02-21,C281,Paper Box,Office Supplies,North,2,74.76,0.0,149.52,71.77,77.75,Ayesha
1222,2026-02-28,C299,Monitor,Electronics,North,3,301.43,0.05,859.08,651.09,207.99,Fatima
1223,2026-02-25,C082,Monitor,Electronics,East,2,300.16,0.0,600.32,432.23,168.09,Bilal
1224,2026-02-15,C233,Stationery Kit,Office Supplies,North,3,100.77,0.05,287.19,151.16,136.03,Bilal
1225,2026-02-11,C034,Monitor,Electronics,South,2,302.13,0.0,604.26,435.07,169.19,Bilal
1226,2026-02-12,C259,Cabinet,Furniture,North,3,501.84,0.05,1430.24,993.64,436.6,Sara
1227,2026-02-19,C259,Bookshelf,Furniture,East,3,396.76,0.05,1130.77,761.78,368.99,Ali
1228,2026-02-01,C230,Cabinet,Furniture,South,2,509.86,0.0,1019.72,673.02,346.7,Fatima
1229,2026-02-28,C006,Phone,Electronics,East,3,712.09,0.05,2029.46,1580.84,448.62,Sara
1230,2026-02-26,C175,Monitor,Electronics,North,3,296.29,0.05,844.43,639.99,204.44,Ahmed
1231,2026-02-10,C056,Desk,Furniture,North,2,594.01,0.0,1188.02,807.85,380.17,Sara
1232,2026-02-09,C170,Bookshelf,Furniture,North,3,393.74,0.05,1122.16,755.98,366.18,Fatima
1233,2026-02-16,C057,Phone,Electronics,South,3,709.76,0.05,2022.82,1575.67,447.15,Ali
1234,2026-02-23,C261,Monitor,Electronics,East,3,300.48,0.05,856.37,649.04,207.33,Fatima
1235,2026-02-28,C090,Laptop,Electronics,East,3,911.58,0.05,2598.0,2078.4,519.6,Ahmed
1236,2026-02-17,C023,Phone,Electronics,North,2,703.05,0.0,1406.1,1040.51,365.59,Ayesha
1237,2026-02-11,C281,Phone,Electronics,South,2,712.15,0.0,1424.3,1053.98,370.32,Fatima
1238,2026-02-06,C026,Laptop,Electronics,South,3,916.14,0.05,2611.0,2088.8,522.2,Ahmed
1239,2026-02-28,C200,Headphones,Electronics,North,2,118.38,0.0,236.76,153.89,82.87,Sara
1240,2026-02-04,C057,Desk,Furniture,South,3,593.81,0.05,1692.36,1211.37,480.99,Sara
1241,2026-02-16,C231,Cabinet,Furniture,South,2,494.21,0.0,988.42,652.36,336.06,Bilal
1242,2026-02-19,C103,Laptop,Electronics,North,3,909.93,0.05,2593.3,2074.64,518.66,Ayesha
1243,2026-02-08,C261,Chair,Furniture,North,3,250.47,0.05,713.84,465.87,247.97,Ahmed
1244,2026-02-07,C180,Bookshelf,Furniture,North,2,402.26,0.0,804.52,514.89,289.63,Fatima
1245,2026-02-05,C098,Bookshelf,Furniture,East,2,401.86,0.0,803.72,514.38,289.34,Sara
1246,2026-02-26,C268,Phone,Electronics,South,2,708.02,0.0,1416.04,1047.87,368.17,Bilal
1247,2026-02-28,C217,Desk,Furniture,North,2,590.97,0.0,1181.94,803.72,378.22,Ali
1248,2026-02-18,C243,Desk,Furniture,South,3,597.66,0.05,1703.33,1219.23,484.1,Bilal
1249,2026-02-08,C094,Chair,Furniture,East,2,250.7,0.0,501.4,310.87,190.53,Sara
1250,2026-02-21,C133,Phone,Electronics,North,3,707.55,0.05,2016.52,1570.76,445.76,Ali
1251,2026-02-14,C197,Phone,Electronics,East,3,704.85,0.05,2008.82,1564.77,444.05,Ali
1252,2026-02-28,C187,Cabinet,Furniture,South,2,498.33,0.0,996.66,657.8,338.86,Fatima
1253,2026-02-15,C074,Laptop,Electronics,East,3,903.68,0.05,2575.49,2060.39,515.1,Ayesha
1254,2026-02-26,C063,Chair,Furniture,North,2,251.29,0.0,502.58,311.6,190.98,Ayesha
1255,2026-02-20,C132,Bookshelf,Furniture,South,2,401.04,0.0,802.08,513.33,288.75,Ahmed
1256,2026-02-11,C069,Headphones,Electronics,North,2,120.72,0.0,241.44,156.94,84.5,Ahmed
1257,2026-02-13,C136,Desk,Furniture,South,3,590.04,0.05,1681.61,1203.68,477.93,Ali
1258,2026-02-27,C012,Paper Box,Office Supplies,East,3,74.46,0.05,212.21,107.22,104.99,Bilal
1259,2026-02-02,C049,Paper Box,Office Supplies,South,2,73.97,0.0,147.94,71.01,76.93,Ahmed
1260,2026-02-22,C241,Stationery Kit,Office Supplies,North,3,100.36,0.05,286.03,150.54,135.49,Ayesha
1261,2026-02-10,C298,Phone,Electronics,East,3,711.28,0.05,2027.15,1579.04,448.11,Ali
